NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;D5C;D5N;D6C;D6N;D7C;D7N;D8C;D8N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Mês de ocorrência (Código);Mês de ocorrência;Natureza do óbito (Código);Natureza do óbito;Sexo (Código);Sexo;Idade do(a) falecido(a) (Código);Idade do(a) falecido(a);Local de ocorrência (Código);Local de ocorrência;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5970;35 a 39 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5971;40 a 44 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5972;45 a 49 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5973;50 a 54 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5974;55 a 59 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5975;60 a 64 anos;0;Total;45;Pessoas;6
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5976;65 a 69 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5977;70 a 74 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5978;75 a 79 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5979;80 a 84 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5980;85 anos ou mais;0;Total;45;Pessoas;13
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;5;Mulheres;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;0;Total;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5922;Menos de 1 ano;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5953;5 a 9 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5959;10 a 14 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5966;15 a 19 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5967;20 a 24 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5968;25 a 29 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5969;30 a 34 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5970;35 a 39 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5971;40 a 44 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5972;45 a 49 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5973;50 a 54 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5974;55 a 59 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5975;60 a 64 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5976;65 a 69 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5977;70 a 74 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5978;75 a 79 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5979;80 a 84 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5980;85 anos ou mais;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2018;2018;0;Total;0;Total;104539;Ignorado;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;96
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5922;Menos de 1 ano;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5953;5 a 9 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5959;10 a 14 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5966;15 a 19 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5967;20 a 24 anos;0;Total;45;Pessoas;6
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5968;25 a 29 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5969;30 a 34 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5970;35 a 39 anos;0;Total;45;Pessoas;9
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5971;40 a 44 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5972;45 a 49 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5973;50 a 54 anos;0;Total;45;Pessoas;7
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5974;55 a 59 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5975;60 a 64 anos;0;Total;45;Pessoas;7
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5976;65 a 69 anos;0;Total;45;Pessoas;7
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5977;70 a 74 anos;0;Total;45;Pessoas;6
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5978;75 a 79 anos;0;Total;45;Pessoas;9
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5979;80 a 84 anos;0;Total;45;Pessoas;7
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5980;85 anos ou mais;0;Total;45;Pessoas;19
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;0;Total;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;0;Total;0;Total;45;Pessoas;56
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5922;Menos de 1 ano;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5953;5 a 9 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5959;10 a 14 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5966;15 a 19 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5967;20 a 24 anos;0;Total;45;Pessoas;6
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5968;25 a 29 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5969;30 a 34 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5970;35 a 39 anos;0;Total;45;Pessoas;7
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5971;40 a 44 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5972;45 a 49 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5973;50 a 54 anos;0;Total;45;Pessoas;5
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5974;55 a 59 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5975;60 a 64 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5976;65 a 69 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5977;70 a 74 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5978;75 a 79 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5979;80 a 84 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5980;85 anos ou mais;0;Total;45;Pessoas;6
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;4;Homens;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;0;Total;0;Total;45;Pessoas;40
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5922;Menos de 1 ano;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5953;5 a 9 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5959;10 a 14 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5966;15 a 19 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5967;20 a 24 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5968;25 a 29 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5969;30 a 34 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5970;35 a 39 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5971;40 a 44 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5972;45 a 49 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5973;50 a 54 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5974;55 a 59 anos;0;Total;45;Pessoas;1
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5975;60 a 64 anos;0;Total;45;Pessoas;4
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5976;65 a 69 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5977;70 a 74 anos;0;Total;45;Pessoas;2
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5978;75 a 79 anos;0;Total;45;Pessoas;5
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5979;80 a 84 anos;0;Total;45;Pessoas;3
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5980;85 anos ou mais;0;Total;45;Pessoas;13
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;5;Mulheres;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;0;Total;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5922;Menos de 1 ano;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5953;5 a 9 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5959;10 a 14 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5966;15 a 19 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5967;20 a 24 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5968;25 a 29 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5969;30 a 34 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5970;35 a 39 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5971;40 a 44 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5972;45 a 49 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5973;50 a 54 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5974;55 a 59 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5975;60 a 64 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5976;65 a 69 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5977;70 a 74 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5978;75 a 79 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5979;80 a 84 anos;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5980;85 anos ou mais;0;Total;45;Pessoas;-
6;Município;2311108;Porteiras - CE;343;Número de óbitos ocorridos no ano;2019;2019;0;Total;0;Total;104539;Ignorado;5997;Idade ignorada;0;Total;45;Pessoas;-
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;48
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5922;Menos de 1 ano;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5948;1 a 4 anos;0;Total;45;Pessoas;-
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5953;5 a 9 anos;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5959;10 a 14 anos;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5966;15 a 19 anos;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5967;20 a 24 anos;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5968;25 a 29 anos;0;Total;45;Pessoas;2
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5969;30 a 34 anos;0;Total;45;Pessoas;-
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5970;35 a 39 anos;0;Total;45;Pessoas;-
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5971;40 a 44 anos;0;Total;45;Pessoas;2
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5972;45 a 49 anos;0;Total;45;Pessoas;2
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5973;50 a 54 anos;0;Total;45;Pessoas;2
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5974;55 a 59 anos;0;Total;45;Pessoas;3
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5975;60 a 64 anos;0;Total;45;Pessoas;1
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5976;65 a 69 anos;0;Total;45;Pessoas;5
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5977;70 a 74 anos;0;Total;45;Pessoas;2
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5978;75 a 79 anos;0;Total;45;Pessoas;8
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5979;80 a 84 anos;0;Total;45;Pessoas;10
6;Município;2311207;Potengi - CE;343;Número de óbitos ocorridos no ano;2017;2017;0;Total;0;Total;0;Total;5980;85 anos ou mais;0;Total;45;Pessoas;6
